,id,pac_name,date_of_deposit,amount,contributor,notes,relevant_amounts,source_docs,address,city,state,zip,address_full,occupation,type,employer,in_kind_description,lat,lng,accuracy
371,371,Florida Committee for Conservative Leade (CCE),8/8/02,1000,FLORIDA RESTAURANT ASSOCIATION PAC,,,,P. O. BOX 1779,TALLAHASSEE,FL,32302,"P. O. BOX 1779, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
190,190,Florida Committee for Conservative Leade (CCE),8/8/02,3000,ASSOCIATED INDUSTRIES OF FLORIDA SERVICE CORPORATION,,,,P. O. BOX 784,TALLAHASSEE,FL,32302,"P. O. BOX 784, TALLAHASSEE, FL 32302",INSURANCE,,,RESEARCH,26.0909516,-80.3735682,
214,214,Florida Committee for Conservative Leade (CCE),7/31/02,200,BOZARTH JOHN L.,,,,100 CHERRY STREET             NO. 2,PANAMA CITY,FL,32401,"100 CHERRY STREET, PANAMA CITY, FL 32401",ARCHITECT,,,,30.145015,-85.657042,
419,419,Florida Committee for Conservative Leade (CCE),7/31/02,500,HALL GARY L.,,,,100 CHERRY STREET             UNIT 301,PANAMA CITY,FL,32401,"100 CHERRY STREET             UNIT 301, PANAMA CITY, FL 32401",INSURANCE,,,,30.145015,-85.657042,
538,538,Florida Committee for Conservative Leade (CCE),7/31/02,100,POWELL MELBA K.,,,,11610 CABOT STREET,PENSACOLA,FL,32534,"11610 CABOT STREET, PENSACOLA, FL 32534",,,,,30.5683275,-87.2652341,
472,472,Florida Committee for Conservative Leade (CCE),7/31/02,250,MAYGARDEN JERRY L.,,,,1240 TAMARA DRIVE,PENSACOLA,FL,32504,"1240 TAMARA DRIVE, PENSACOLA, FL 32504",HOSPITAL ADMINISTRAT,,,,30.4995196,-87.1897027,
475,475,Florida Committee for Conservative Leade (CCE),7/31/02,100,MCMATH NED,,,,1829 COLLINSWORTH ROAD,MILTON,FL,32583,"1829 COLLINSWORTH ROAD, MILTON, FL 32583",,,,,30.5024575,-87.0963074,
209,209,Florida Committee for Conservative Leade (CCE),7/31/02,250,BENSON ANNA H.,,,,1915 E. MALLORY STREET,PENSACOLA,FL,32503,"1915 E. MALLORY STREET, PENSACOLA, FL 32503",ATTORNEY,,,,30.4339355,-87.1935024,
347,347,Florida Committee for Conservative Leade (CCE),7/31/02,1000,FLORIDA OUTDOOR ADVERTISING ASSOCIATION PAC,,,,200 W COLLEGE AVENUE          SUITE 224,TALLAHASSEE,FL,32301,"200 W COLLEGE AVENUE          SUITE 224, TALLAHASSEE, FL 32301",PAC,,,,30.4409139,-84.2834734,
465,465,Florida Committee for Conservative Leade (CCE),7/31/02,1000,LOTT RICHARD I.,,,,"25 W. CEDAR STREET, #500",PENSACOLA,FL,32501,"25 W. CEDAR STREET, #500, PENSACOLA, FL 32501",ATTORNEY,,,,33.9936187,-96.3743734,
615,615,Florida Committee for Conservative Leade (CCE),7/31/02,250,SYFRETT B. PATRICIA,,,,304 W. 23RD STREET,PANAMA CITY,FL,32405,"304 W. 23RD STREET, PANAMA CITY, FL 32405",HOMEMAKER,,,,30.19027,-85.6647822,
427,427,Florida Committee for Conservative Leade (CCE),7/31/02,100,HEER JR. JOHN R.,,,,3117 BRITTANY COURT,PENSACOLA,FL,32504,"3117 BRITTANY COURT, PENSACOLA, FL 32504",,,,,30.4688658,-87.1756954,
314,314,Florida Committee for Conservative Leade (CCE),7/31/02,500,"FLORIDA CONSULTANTS CO., INC.",,,,315 S. CALHOUN ST. SUITE 804  BARRY H. HORENBEIN,TALLAHASSEE,FL,32301,"315 S. CALHOUN ST. SUITE 804  BARRY H. HORENBEIN, TALLAHASSEE, FL 32301",GOVMENTAL CONSULTANT,,,,30.439581,-84.279439,
268,268,Florida Committee for Conservative Leade (CCE),7/31/02,500,DONOVAN FRED C.,,,,316 S. BAYLEN STREET          SUITE 300,PENSACOLA,FL,32501,"316 S. BAYLEN STREET, PENSACOLA, FL 32501",ENGINEER,,,,30.4083274,-87.2152643,
212,212,Florida Committee for Conservative Leade (CCE),7/31/02,100,BILBREY PAMELA,,,,3327 BERKSHIRE COURT,PENSACOLA,FL,32504,"3327 BERKSHIRE COURT, PENSACOLA, FL 32504",,,,,30.4671275,-87.1724914,
409,409,Florida Committee for Conservative Leade (CCE),7/31/02,250,GRANTHAM D.M.D. GREGORY P.,,,,340 W. 23RD STREET            SUITE A,PANAMA CITY,FL,32405,"340 W. 23RD STREET            SUITE A, PANAMA CITY, FL 32405",ORAL SURGEON,,,,30.1901191,-85.6658949,
275,275,Florida Committee for Conservative Leade (CCE),7/31/02,100,EADDY MORRIS L.,,,,4030 COLLINGSWOOD ROAD,PENSACOLA,FL,32514,"4030 COLLINGSWOOD ROAD, PENSACOLA, FL 32514",,,,,30.5056169,-87.1861372,
609,609,Florida Committee for Conservative Leade (CCE),7/31/02,250,STUBBLEFIELD AL,,,,4691 BOHEMIA PLACE,PENSACOLA,FL,32504,"4691 BOHEMIA PLACE, PENSACOLA, FL 32504",HOSPITAL ADMINISTRAT,,,,30.4824695,-87.1632815,
556,556,Florida Committee for Conservative Leade (CCE),7/31/02,100,ROBINSON JR. GERALD P.,,,,4720 BAYWIND DRIVE,PENSACOLA,FL,32514,"4720 BAYWIND DRIVE, PENSACOLA, FL 32514",,,,,30.5107751,-87.1695394,
213,213,Florida Committee for Conservative Leade (CCE),7/31/02,500,BOWYER LARRY M.,,,,5808 E BAY,GULF BREEZE,FL,32563,"5808 E BAY, GULF BREEZE, FL 32563",ENGINEER,,,,30.4138636,-86.9886933,
235,235,Florida Committee for Conservative Leade (CCE),7/31/02,100,CLARK MORRIS M.,,,,609 TIMBER RIDGE ROAD,PENSACOLA,FL,32534,"609 TIMBER RIDGE ROAD, PENSACOLA, FL 32534",,,,,30.5638158,-87.2637585,
194,194,Florida Committee for Conservative Leade (CCE),7/31/02,1000,"ATTORNEYS' TITLE INSURANCE FUND, INC.",,,,6545 CORPORATE CENTRE BLVD.,ORLANDO,FL,32822,"6545 CORPORATE CENTRE BLVD., ORLANDO, FL 32822",INSURANCE,,,,28.468432,-81.2970172,
256,256,Florida Committee for Conservative Leade (CCE),7/31/02,500,CRISP DONALD R.,,,,7115 THOMAS DRIVE             NO. 1805,PANAMA CITY BEACH,FL,32408,"7115 THOMAS DRIVE, PANAMA CITY BEACH, FL 32408",TITLE INSURANCE,,,,30.1570562,-85.774251,
417,417,Florida Committee for Conservative Leade (CCE),7/31/02,2500,GULFSTREAM PARK,,,,901 S. FEDERAL HIGHWAY,HALLANDALE,FL,33009,"901 S. FEDERAL HIGHWAY, HALLANDALE, FL 33009",HORSE RACING,,,,25.9780317,-80.1393681,
238,238,Florida Committee for Conservative Leade (CCE),7/31/02,1000,"COASTALMED, INC.",,,,933 10TH STREET EAST,PALMETTO,FL,34221,"933 10TH STREET EAST, PALMETTO, FL 34221",PHARMACEUTICAL,,,,27.52071,-82.55449,
400,400,Florida Committee for Conservative Leade (CCE),7/31/02,1000,GILLEY JANICE E.,,,,address missing,,,,address missing,GOVMENTAL CONSULTANT,,,,,,
210,210,Florida Committee for Conservative Leade (CCE),7/31/02,250,BENSON R. SCOTT,,,,address missing,,,,address missing,CONSULTANT,,,,,,
554,554,Florida Committee for Conservative Leade (CCE),7/31/02,500,"RESPONSIBLE GOVERNMENT COMMITTEE OF GULF EMPLOYEES, INC.",,,,ONE ENERGY PLACE,PENSACOLA,FL,32520,"ONE ENERGY PLACE, PENSACOLA, FL 32520",PAC,,,,30.4145563,-87.2026441,
481,481,Florida Committee for Conservative Leade (CCE),7/31/02,2000,"METZ, HAUSER, & HUBBARD, P.A.",,,,P. O. BOX 10909,TALLAHASSEE,FL,32302,"P. O. BOX 10909, TALLAHASSEE, FL 32302",LAW FIRM,,,,26.0909516,-80.3735682,
202,202,Florida Committee for Conservative Leade (CCE),7/31/02,500,BASKERVILLE-DONOVAN INC.,,,,P. O. BOX 13370,PENSACOLA,FL,32591,"P. O. BOX 13370, PENSACOLA, FL 32591",CONSULTING ENGINEERS,,,,30.4883936,-87.2252454,
624,624,Florida Committee for Conservative Leade (CCE),7/31/02,500,THE LAMAR COMPANIES,,,,P. O. BOX 66338,BATON ROUGE,FL,70896,"P. O. BOX 66338, BATON ROUGE, FL 70896",ADVERTISING,,,,30.4480911,-91.13686,
189,189,Florida Committee for Conservative Leade (CCE),7/31/02,1512.95,ASSOCIATED INDUSTRIES OF FLORIDA SERVICE CORPORATION,,,,P. O. BOX 784,TALLAHASSEE,FL,32302,"P. O. BOX 784, TALLAHASSEE, FL 32302",INSURANCE,,,,26.0909516,-80.3735682,
186,186,Florida Committee for Conservative Leade (CCE),7/31/02,2743.53,"ASSOCIATED INDUSTRIES INSURANCE SERVICES, INC.",,,,P. O. BOX 812319,BOCA RATON,FL,33431,"P. O. BOX 812319, BOCA RATON, FL 33431",INSURANCE PROVIDER,,,,26.3670004,-80.123186,
183,183,Florida Committee for Conservative Leade (CCE),7/31/02,743.52,"ASSOCIATED INDUSTRIES INSURANCE SERVICES, INC.",,,,P. O. BOX 812319,BOCA RATON,FL,33481,"P. O. BOX 812319, BOCA RATON, FL 33481",BUSINESS ASSOCIATION,,,,26.3670004,-80.123186,
646,646,Florida Committee for Conservative Leade (CCE),7/31/02,5000,UNITED STATES SUGAR CORPORATION,,,,P. O. DRAWER 1207,CLEWISTON,FL,33440,"P. O. DRAWER 1207, CLEWISTON, FL 33440",MANUFACTURING,,,,26.630066,-81.090897,
198,198,Florida Committee for Conservative Leade (CCE),7/31/02,500,BAKER RICHARD R.,,,,P.O. BOX 12358,PENSACOLA,FL,32582,"P.O. BOX 12358, PENSACOLA, FL 32582",REAL ESTATE DEVELOP.,,,,30.4883936,-87.2252454,
664,664,Florida Committee for Conservative Leade (CCE),7/31/02,500,WALTON CATHERINE Y.,,,,P.O. BOX 12412,PENSACOLA,FL,32582,"P.O. BOX 12412, PENSACOLA, FL 32582",HOMEMAKER,,,,30.4883936,-87.2252454,
665,665,Florida Committee for Conservative Leade (CCE),7/31/02,500,WALTON GARRETT W.,,,,P.O. BOX 12412,PENSACOLA,FL,32582,"P.O. BOX 12412, PENSACOLA, FL 32582",INVESTMENTS/SELF EMP,,,,30.4883936,-87.2252454,
625,625,Florida Committee for Conservative Leade (CCE),7/31/02,2000,THE LEWIS BEAR COMPANY,,,,P.O. BOX 13567,PENSACOLA,FL,32591,"P.O. BOX 13567, PENSACOLA, FL 32591",DISTRIBUTOR,,,,30.4883936,-87.2252454,
602,602,Florida Committee for Conservative Leade (CCE),7/31/02,1000,SPENCER BRIAN KENNETH,,,,P.O. BOX 729,PENSACOLA,FL,32594,"P.O. BOX 729, PENSACOLA, FL 32594",ARCHITECT,,,,30.4883936,-87.2252454,
280,280,Florida Committee for Conservative Leade (CCE),7/24/02,25,ELSHAZLY M.D. OSAMA,,,,2202 STATE AVENUE             SUITE 102,PANAMA CITY,FL,32405,"2202 STATE AVENUE, PANAMA CITY, FL 32405",,,,,30.187444,-85.666106,
541,541,Florida Committee for Conservative Leade (CCE),7/24/02,500,PULMONARY ASSOCIATES OF BAY COUNTY,,,,2202 STATE AVENUE             SUITE 108,PANAMA CITY,FL,32405,"2202 STATE AVENUE             SUITE 108, PANAMA CITY, FL 32405",MEDICAL DOCTORS,,,,30.187444,-85.666106,
303,303,Florida Committee for Conservative Leade (CCE),7/24/02,250,FINLAW ROBERT,,,,2837 LONGLEAF ROAD,PANAMA CITY,FL,32405,"2837 LONGLEAF ROAD, PANAMA CITY, FL 32405",DOCTOR,,,,30.2020438,-85.6974262,
550,550,Florida Committee for Conservative Leade (CCE),7/24/02,250,REDDY SUDHAKAR C.,,,,3007 KINGS HARBOUR ROAD,PANAMA CITY,FL,32405,"3007 KINGS HARBOUR ROAD, PANAMA CITY, FL 32405",DOCTOR,,,,30.2086339,-85.703483,
405,405,Florida Committee for Conservative Leade (CCE),7/24/02,1000,GOOD GOVERNMENT GROUP WEST FLORIDA/DIV/HCA HEALTHCARE,,,,301 E. LAS OLAS BLVD          SUITE 400,FT LAUDERDALE,FL,33301,"301 E. LAS OLAS BLVD          SUITE 400, FT LAUDERDALE, FL 33301",PAC,,,,26.1194438,-80.1401249,
547,547,Florida Committee for Conservative Leade (CCE),7/24/02,300,RAO PALEP R.,,,,3027 KINGS HARBOUR RD.,PANAMA CITY,FL,32405,"3027 KINGS HARBOUR RD., PANAMA CITY, FL 32405",DOCTOR,,,,30.2104162,-85.700738,
525,525,Florida Committee for Conservative Leade (CCE),7/24/02,500,PARELL M.D. G. JOSEPH,,,,330 WEST 23RD STREET          SUITE E,PANAMA CITY,FL,32405,"330 WEST 23RD STREET          SUITE E, PANAMA CITY, FL 32405",DOCTOR,,,,30.1902232,-85.6654214,
172,172,Florida Committee for Conservative Leade (CCE),7/24/02,100,ALBIBI RASHADA,,,,3724 PRESERVE BAY BLVD,PANAMA CITY BEACH,FL,32408,"3724 PRESERVE BAY BLVD, PANAMA CITY BEACH, FL 32408",,,,,30.1532584,-85.7207823,
319,319,Florida Committee for Conservative Leade (CCE),7/24/02,300,"FLORIDA DIAGNOSTIC IMAGING CENTER, INC.",,,,4300 NORTH POINT PKWY,ALPHARETTA,GA,30022,"4300 NORTH POINT PKWY, ALPHARETTA, GA 30022",DIAGNOSTIC CENTER,,,,34.06964,-84.25937,
415,415,Florida Committee for Conservative Leade (CCE),7/24/02,200,"GULF PINES HOSPITAL, INC.",,,,P. O. BOX 70,PORT ST. JOE,FL,32457,"P. O. BOX 70, PORT ST. JOE, FL 32457",MEDICAL HOSPITAL,,,,29.7321238,-85.3921377,
560,560,Florida Committee for Conservative Leade (CCE),7/18/02,500,RONALD P. REAGAN CAMPAIGN ACCOUNT,,,,P.O. BOX 10040,BRADENTON,FL,34282,"P.O. BOX 10040, BRADENTON, FL 34282",POLITICAL CANDIDATE,,,,27.422812,-82.585399,
398,398,Florida Committee for Conservative Leade (CCE),7/15/02,400,GALLATI TODD G.,,,,1300 KRISTANNA DRIVE,PANAMA CITY,FL,32405,"1300 KRISTANNA DRIVE, PANAMA CITY, FL 32405",HOSPITAL ADMINISTRAT,,,,30.2257133,-85.6827094,
413,413,Florida Committee for Conservative Leade (CCE),7/15/02,200,GREEN JAMES P.,,,,1908 DEWITT STREET,PANAMA CITY,FL,32401,"1908 DEWITT STREET, PANAMA CITY, FL 32401",HEALTHCARE ADMIN.,,,,30.1446552,-85.635548,
217,217,Florida Committee for Conservative Leade (CCE),7/15/02,250,BRAIN & SPINE CENTER LLC/NEUROSURGERY ACCOUNT,,,,2011 N. HARRISON AVE.,PANAMA CITY,FL,32405,"2011 N. HARRISON AVE., PANAMA CITY, FL 32405",MEDICAL OFFICE,,,,30.1845729,-85.6598253,
165,165,Florida Committee for Conservative Leade (CCE),7/15/02,250,ADHAL M.D. AZZAM,,,,2195 JENKS AVENUE,PANAMA CITY,FL,32405,"2195 JENKS AVENUE, PANAMA CITY, FL 32405",DOCTOR,,,,30.1876344,-85.6631123,
676,676,Florida Committee for Conservative Leade (CCE),7/15/02,100,ZWINGELBERG GWENN M.,,,,229 S. COVE TERRACE DRIVE,PANAMA CITY,FL,32401,"229 S. COVE TERRACE DRIVE, PANAMA CITY, FL 32401",,,,,30.1423495,-85.6391865,
675,675,Florida Committee for Conservative Leade (CCE),7/15/02,25,ZWINGELBERG CASANDRA,,,,229 S. TERRACE DRIVE,PANAMA CITY,FL,32401,"229 S. TERRACE DRIVE, PANAMA CITY, FL 32401",,,,,30.1423495,-85.6391865,
667,667,Florida Committee for Conservative Leade (CCE),7/15/02,200,WEITEKAMP DDS. GARY L.,,,,2407-A ST. ANDREWS BLVD,PANAMA CITY,FL,32405,"2407-A ST. ANDREWS BLVD, PANAMA CITY, FL 32405",DENTIST,,,,30.1916633,-85.6978123,
572,572,Florida Committee for Conservative Leade (CCE),7/15/02,200,SIRAGUSA SUSAN,,,,2802 CANAL DRIVE,PANAMA CITY,FL,32405,"2802 CANAL DRIVE, PANAMA CITY, FL 32405",HOMEMAKER,,,,30.1993612,-85.7005078,
457,457,Florida Committee for Conservative Leade (CCE),7/15/02,500,KRADEL M.D. BRIAN K.,,,,2819 LONGLEAF ROAD,PANAMA CITY,FL,32405,"2819 LONGLEAF ROAD, PANAMA CITY, FL 32405",DOCTOR,,,,30.1989896,-85.6975827,
450,450,Florida Committee for Conservative Leade (CCE),7/15/02,250,JOHNSON STEVEN M.,,,,2824 CANAL DRIVE,PANAMA CITY,FL,32405,"2824 CANAL DRIVE, PANAMA CITY, FL 32405",HOSPITAL ADMINISTRAT,,,,30.2002896,-85.7030786,
422,422,Florida Committee for Conservative Leade (CCE),7/15/02,100,HARRIS ANNE D.,,,,2832 AMELIA AVENUE,PANAMA CITY,FL,32405,"2832 AMELIA AVENUE, PANAMA CITY, FL 32405",,,,,30.1998522,-85.6120939,
565,565,Florida Committee for Conservative Leade (CCE),7/15/02,250,SCHEUERMAN ALESHA L.,,,,2908 CANAL DRIVE,PANAMA CITY,FL,32405,"2908 CANAL DRIVE, PANAMA CITY, FL 32405",SOCIAL SERVICES,,,,30.200371,-85.7017693,
226,226,Florida Committee for Conservative Leade (CCE),7/15/02,500,CAMPBELL M.D. JAMES D.,,,,3107 W. 30TH COURT,PANAMA CITY,FL,32405,"3107 W. 30TH COURT, PANAMA CITY, FL 32405",DENTIST,,,,30.2035921,-85.7066844,
634,634,Florida Committee for Conservative Leade (CCE),7/15/02,100,"THERAPHY ONE REHABILITATION CENTER, INC.",,,,3210 JENKS AVENUE,PANAMA CITY,FL,32405,"3210 JENKS AVENUE, PANAMA CITY, FL 32405",,,,,30.2059699,-85.6618268,
162,162,Florida Committee for Conservative Leade (CCE),7/15/02,50,ABDELGHANY AMIN,,,,3301 KINGS ROAD,PANAMA CITY,FL,32405,"3301 KINGS ROAD, PANAMA CITY, FL 32405",,,,,30.2050878,-85.7001135,
552,552,Florida Committee for Conservative Leade (CCE),7/15/02,500,REISS CHRISTINE L.,,,,338 BUNKERS COVE RD.,PANAMA CITY,FL,32401,"338 BUNKERS COVE RD., PANAMA CITY, FL 32401",ATTORNEY,,,,30.1388936,-85.6476085,
273,273,Florida Committee for Conservative Leade (CCE),7/15/02,500,DUNN PROPERTIES LLC,,,,340 BUNKERS COVE ROAD,PANAMA CITY,FL,32401,"340 BUNKERS COVE ROAD, PANAMA CITY, FL 32401",REAL ESTATE,,,,30.1385729,-85.6474673,
499,499,Florida Committee for Conservative Leade (CCE),7/15/02,200,NGUYEN M.D. DZUNG,,,,4020 MARY LOUISE DRIVE,PANAMA CITY,FL,32405,"4020 MARY LOUISE DRIVE, PANAMA CITY, FL 32405",DOCTOR,,,,30.2221623,-85.6710412,
471,471,Florida Committee for Conservative Leade (CCE),7/15/02,25,MARMSATER EVA,,,,4339 N. SHORE ROAD,LYNN HAVEN,FL,32444,"4339 N. SHORE ROAD, LYNN HAVEN, FL 32444",,,,,30.2274149,-85.6701458,
453,453,Florida Committee for Conservative Leade (CCE),7/15/02,100,JOSEPH M.D. ROBERT J.,,,,464 SUDDUTH DRIVE,PANAMA CITY,FL,32401,"464 SUDDUTH DRIVE, PANAMA CITY, FL 32401",,,,,30.1362057,-85.6476932,
249,249,Florida Committee for Conservative Leade (CCE),7/15/02,500,COOK M.D. JAMES T.,,,,504 CHERRY STREET,PANAMA CITY,FL,32401,"504 CHERRY STREET, PANAMA CITY, FL 32401",DOCTOR,,,,30.1451856,-85.6531612,
524,524,Florida Committee for Conservative Leade (CCE),7/15/02,200,PAPPAS M.D. JAMES C.,,,,510 AIRPORT ROAD,PANAMA CITY,FL,32405,"510 AIRPORT ROAD, PANAMA CITY, FL 32405",DOCTOR,,,,30.1813997,-85.6660474,
263,263,Florida Committee for Conservative Leade (CCE),7/15/02,300,DAUBE JR. DANIEL C.,,,,"7009 N. LOGAN, UNIT 120",PANAMA CITY BEACH,FL,32408,"7009 N. LOGAN, UNIT 120, PANAMA CITY BEACH, FL 32408",DOCTOR,,,,30.142185,-85.732678,
636,636,Florida Committee for Conservative Leade (CCE),7/15/02,100,TRANTHAM J. L.,,,,708 BUNKERS COVE ROAD,PANAMA CITY,FL,32401,"708 BUNKERS COVE ROAD, PANAMA CITY, FL 32401",,,,,30.1349313,-85.6382432,
521,521,Florida Committee for Conservative Leade (CCE),7/15/02,1000,PANAMA CITY LITHOTRIPSY LLC,,,,80 DOCTORS DRIVE,PANAMA CITY,FL,32405,"80 DOCTORS DRIVE, PANAMA CITY, FL 32405",MEDICAL OFFICE,,,,30.1887433,-85.663689,
522,522,Florida Committee for Conservative Leade (CCE),7/15/02,1000,"PANAMA CITY UROLOGICAL CENTER, P.A.",,,,80 DOCTORS DRIVE,PANAMA CITY,FL,32405,"80 DOCTORS DRIVE, PANAMA CITY, FL 32405",MEDICAL OFFICE,,,,30.1887433,-85.663689,
520,520,Florida Committee for Conservative Leade (CCE),7/15/02,100,"PANAMA CITY INFECTIOUS DISEASE ASSOC., PA",,,,801 E. 6TH STREET,PANAMA CITY,FL,32401,"801 E. 6TH STREET, PANAMA CITY, FL 32401",,,,,30.1592785,-85.647665,
523,523,Florida Committee for Conservative Leade (CCE),7/15/02,1000,"PANHANDLE ANESTHESIOLOGISTS, INC.",,,,801 E. 6TH STREET             SUITE 205-A,PANAMA CITY,FL,32401,"801 E. 6TH STREET             SUITE 205-A, PANAMA CITY, FL 32401",MEDICAL OFFICE,,,,30.1592785,-85.647665,
673,673,Florida Committee for Conservative Leade (CCE),7/15/02,250,WILLIAMS M.D. DEBRA S.,,,,9720 BEACH BLVD,PANAMA CITY BEACH,FL,32408,"9720 BEACH BLVD, PANAMA CITY BEACH, FL 32408",DOCTOR,,,,30.173704,-85.802161,
543,543,Florida Committee for Conservative Leade (CCE),7/15/02,300,RAFAI M.D. A. O.,,,,P. O. BOX 229,PANAMA CITY,FL,32402,"P. O. BOX 229, PANAMA CITY, FL 32402",DOCTOR,,,,8.9852976,-79.5234149,
272,272,Florida Committee for Conservative Leade (CCE),7/11/02,1355.88,DUNN NEAL P.,,,,340 BUNKERS COVE RD,PANAMA CITY,FL,32401,"340 BUNKERS COVE RD, PANAMA CITY, FL 32401",DOCTOR,,,FOOD AND BEVERAGE,30.1385729,-85.6474673,
545,545,Florida Committee for Conservative Leade (CCE),7/11/02,200,RAMOS DR. CARLOS,,,,80 DOCTORS DRIVE,PANAMA CITY,FL,32405,"80 DOCTORS DRIVE, PANAMA CITY, FL 32405",DOCTOR,,,FOOD AND BEVERAGE,30.1887433,-85.663689,
370,370,Florida Committee for Conservative Leade (CCE),7/5/02,573.27,FLORIDA RESTAURANT ASSOCIATION PAC,,,,P. O. BOX 1779,TALLAHASSEE,FL,32302,"P. O. BOX 1779, TALLAHASSEE, FL 32302",RESTAURANT ASSOC.,,,,26.0909516,-80.3735682,
456,456,Florida Committee for Conservative Leade (CCE),7/3/02,500,KING GREG,,,,"1324 MIRROR TERRACE, N.W.",WINTER HAVEN,FL,33881,"1324 MIRROR TERRACE, N.W., WINTER HAVEN, FL 33881",CONSULTANT,,,,28.0359807,-81.7371825,
436,436,Florida Committee for Conservative Leade (CCE),7/3/02,500,HOLLIS M. CLAYTON,,,,1385 JEFFERSON DRIVE,LAKELAND,FL,33803,"1385 JEFFERSON DRIVE, LAKELAND, FL 33803",GROCERY BUSINESS,,,,28.017451,-81.9392951,
225,225,Florida Committee for Conservative Leade (CCE),7/3/02,500,CAMPAIGN ACCOUNT OF KIM BERFIELD,,,,610 S. BOULEVARD,TAMPA,FL,33606,"610 S. BOULEVARD, TAMPA, FL 33606",POLITICAL CANDIDATE,,,,27.825173,-82.6421988,
258,258,Florida Committee for Conservative Leade (CCE),7/3/02,500,D. RUSSELL & ASSOCIATES,,,,9002 BOB OLINK COURT          DOUGLAS W. RUSSELL,TALLAHASSEE,FL,32312,"9002 BOB OLINK COURT, TALLAHASSEE, FL 32312",CONSULTANT,,,,30.5943005,-84.228793,
361,361,Florida Committee for Conservative Leade (CCE),6/20/02,5000,FLORIDA POLICE BENEVOLENT ASSOC. INC.,,,,LAW & ORDER PAC               P. O. BOX 11239,TALLAHASSEE,FL,32302,"LAW & ORDER PAC               P. O. BOX 11239, TALLAHASSEE, FL 32302",PAC,,,,46.8635517,-113.9858579,
606,606,Florida Committee for Conservative Leade (CCE),6/12/02,2000,STONE CONTAINER CORPORATION,,,,401 ALTON STREET              P.O. BOX 276,ALTON,IL,62002,"401 ALTON STREET              P.O. BOX 276, ALTON, IL 62002",MANUFACTURING,,,,38.891465,-90.181911,
291,291,Florida Committee for Conservative Leade (CCE),5/31/02,472.5,FAR HORIZONS TRAVEL,,,,11214 MIDDLE BEACH ROAD,PANAMA CITY BEACH,FL,32407,"11214 MIDDLE BEACH ROAD, PANAMA CITY BEACH, FL 32407",TRAVEL AGENT,,,,30.1892667,-85.8173972,
662,662,Florida Committee for Conservative Leade (CCE),5/29/02,2500,Walgreens,,,,200 WILMOT ROAD,DEERFIELD,IL,60015,"200 WILMOT ROAD, DEERFIELD, IL 60015",PHARMACY,,,,42.156886,-87.870653,
354,354,Florida Committee for Conservative Leade (CCE),5/29/02,2500,FLORIDA PODIATRY PAC,,,,410 N. GADSEN STREET,TALLAHASSEE,FL,32301,"410 N. GADSEN STREET, TALLAHASSEE, FL 32301",PAC,,,,30.4462571,-84.2786888,
517,517,Florida Committee for Conservative Leade (CCE),5/20/02,10000,ORANGE LAKE RESORT COALITION,,,,8505 W. IRLO BRONSON MEM. PKWY,KISSIMMEE,FL,34747,"8505 W. IRLO BRONSON MEM. PKWY, KISSIMMEE, FL 34747",RESORT/COUNTRY CLUB,,,,28.347994,-81.6239362,
167,167,Florida Committee for Conservative Leade (CCE),5/2/02,1000,AFFIRMATIVE POLITICAL ACTION COMMITTEE,,,,2617 AUSTRALIAN AVENUE,WEST PALM BEACH,FL,33407,"2617 AUSTRALIAN AVENUE, WEST PALM BEACH, FL 33407",PAC,,,,26.7365084,-80.0679898,
292,292,Florida Committee for Conservative Leade (CCE),4/25/02,431.51,FAR HORIZONS TRAVEL,,,,11214 MIDDLE BEACH ROAD,PANAMA CITY BEACH,FL,32407,"11214 MIDDLE BEACH ROAD, PANAMA CITY BEACH, FL 32407",TRAVEL AGENT,,,,30.1892667,-85.8173972,
259,259,Florida Committee for Conservative Leade (CCE),4/17/02,7500,"DA VITA-TOTAL RENAL CARE, INC.",,,,P. O. BOX 2037,TACOMA,WA,98401,"P. O. BOX 2037, TACOMA, WA 98401",HEALTHCARE,,,,47.253671,-122.444335,
605,605,Florida Committee for Conservative Leade (CCE),1/28/02,1000,STATE SOUTH FLA AUTOMOBILE DEALERS PAC,,,,1380 NE MIAMI GARDENS DR.     SUITE 125,N MIAMI BEACH,FL,33179,"1380 NE MIAMI GARDENS DR.     SUITE 125, N MIAMI BEACH, FL 33179",PAC,,,,25.944273,-80.1734042,
562,562,Florida Committee for Conservative Leade (CCE),1/28/02,2000,"ROYCO, INC. DBA ESRD LABORATORY",,,,831 N.W. 57TH STREET,FORT LAUDERDALE,FL,33309,"831 N.W. 57TH STREET, FORT LAUDERDALE, FL 33309",MEDICAL LAB,,,,26.1976339,-80.1543647,
618,618,Florida Committee for Conservative Leade (CCE),1/25/02,5000,"THE ASSOCIATION OF FLORIDA BINGOS, INC.",,,,127 BAREFOOT COVE,HYPOLUXO,FL,33462,"127 BAREFOOT COVE, HYPOLUXO, FL 33462",NONPROFIT TRADE ASSO,,,,26.570201,-80.052504,
444,444,Florida Committee for Conservative Leade (CCE),1/25/02,500,"INNOVATIVE SYSTEMS & TECHNOLOGIES, CORP.",,,,2345 ANVIL STREET N.,ST. PETERSBURG,FL,33710,"2345 ANVIL STREET N., ST. PETERSBURG, FL 33710",COMPUTER SERVICES,,,,27.7935218,-82.7372999,
